feature_id,layer,cwe_id,rank,score,hist_dist,delta_mu,ks_stat,freq_unsafe,freq_safe,mean_mag,kept,prune_reason
10084,16,CWE-787,102,0.0411,0.0154,0.0798,0.0154,0.0308,0.0154,0.1396,False,score=0.0411<0.05
1547,16,CWE-787,103,0.0411,0.0154,0.0797,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0411<0.05
31500,16,CWE-787,104,0.041,0.0154,0.0794,0.0154,0.0154,0.0,0.0794,False,freq_unsafe=0.015<0.02; score=0.0410<0.05
26413,16,CWE-787,105,0.0408,0.0154,0.0789,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0408<0.05
26296,16,CWE-787,106,0.0407,0.0154,0.0787,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0407<0.05
7595,16,CWE-787,107,0.0407,0.0154,0.0786,0.0154,0.0615,0.0769,0.2709,False,score=0.0407<0.05
29437,16,CWE-787,108,0.0404,0.0154,0.0779,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0404<0.05
20678,16,CWE-787,109,0.0403,0.0154,0.0777,0.0154,0.0308,0.0154,0.2352,False,score=0.0403<0.05
4028,16,CWE-787,110,0.04,0.0154,0.0769,0.0154,0.0154,0.0,0.0769,False,freq_unsafe=0.015<0.02; score=0.0400<0.05
9647,16,CWE-787,111,0.0399,0.0154,0.0767,0.0154,0.0154,0.0,0.0767,False,freq_unsafe=0.015<0.02; score=0.0399<0.05
23573,16,CWE-787,112,0.0398,0.0154,0.0765,0.0154,0.0308,0.0154,0.1423,False,score=0.0398<0.05
20652,16,CWE-787,113,0.039,0.0154,0.0745,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0390<0.05
16225,16,CWE-787,114,0.0389,0.0154,0.0743,0.0154,0.0154,0.0308,0.0851,False,freq_unsafe=0.015<0.02; score=0.0389<0.05
25697,16,CWE-787,115,0.0389,0.0154,0.0741,0.0154,0.0154,0.0308,0.0594,False,freq_unsafe=0.015<0.02; score=0.0389<0.05
25185,16,CWE-787,116,0.0388,0.0154,0.0738,0.0154,0.0154,0.0,0.0738,False,freq_unsafe=0.015<0.02; score=0.0388<0.05
17180,16,CWE-787,117,0.0387,0.0154,0.0737,0.0154,0.0308,0.0154,0.1319,False,score=0.0387<0.05
25186,16,CWE-787,118,0.0385,0.0154,0.0731,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0385<0.05
12438,16,CWE-787,119,0.0385,0.0154,0.0731,0.0154,0.0154,0.0,0.0731,False,freq_unsafe=0.015<0.02; score=0.0385<0.05
12207,16,CWE-787,120,0.0381,0.0154,0.0722,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0381<0.05
1940,16,CWE-787,121,0.0381,0.0308,0.0568,0.0154,0.0615,0.0615,0.3545,False,score=0.0381<0.05
1710,16,CWE-787,122,0.0381,0.0462,0.0337,0.0308,0.2,0.2,0.7199,False,score=0.0381<0.05
1933,16,CWE-787,123,0.0373,0.0154,0.0701,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0373<0.05
11830,16,CWE-787,124,0.0372,0.0154,0.0698,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0372<0.05
29094,16,CWE-787,125,0.0371,0.0154,0.0697,0.0154,0.0462,0.0308,0.1697,False,score=0.0371<0.05
16174,16,CWE-787,126,0.0369,0.0154,0.0692,0.0154,0.0154,0.0308,0.1227,False,freq_unsafe=0.015<0.02; score=0.0369<0.05
18128,16,CWE-787,127,0.0369,0.0154,0.0692,0.0154,0.0154,0.0,0.0692,False,freq_unsafe=0.015<0.02; score=0.0369<0.05
6835,16,CWE-787,128,0.0368,0.0154,0.069,0.0154,0.0154,0.0154,0.1804,False,freq_unsafe=0.015<0.02; score=0.0368<0.05
19408,16,CWE-787,129,0.0366,0.0154,0.0683,0.0154,0.0154,0.0,0.0683,False,freq_unsafe=0.015<0.02; score=0.0366<0.05
16817,16,CWE-787,130,0.0363,0.0308,0.0447,0.0308,0.0462,0.0308,0.1313,False,score=0.0363<0.05
9102,16,CWE-787,131,0.0363,0.0154,0.0678,0.0154,0.0615,0.0462,0.2228,False,score=0.0363<0.05
16376,16,CWE-787,132,0.0362,0.0154,0.0675,0.0154,0.0154,0.0154,0.0476,False,freq_unsafe=0.015<0.02; score=0.0362<0.05
9117,16,CWE-787,133,0.0362,0.0154,0.0675,0.0154,0.0308,0.0308,0.2646,False,score=0.0362<0.05
24130,16,CWE-787,134,0.0362,0.0308,0.052,0.0154,0.2,0.1846,0.7497,False,score=0.0362<0.05
19011,16,CWE-787,135,0.0361,0.0154,0.0672,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0361<0.05
992,16,CWE-787,136,0.036,0.0154,0.0669,0.0154,0.0154,0.0,0.0669,False,freq_unsafe=0.015<0.02; score=0.0360<0.05
18985,16,CWE-787,137,0.0358,0.0154,0.0665,0.0154,0.0154,0.0,0.0665,False,freq_unsafe=0.015<0.02; score=0.0358<0.05
24389,16,CWE-787,138,0.0355,0.0308,0.0502,0.0154,0.0154,0.0308,0.0469,False,freq_unsafe=0.015<0.02; score=0.0355<0.05
20251,16,CWE-787,139,0.0353,0.0154,0.0651,0.0154,0.0154,0.0,0.0651,False,freq_unsafe=0.015<0.02; score=0.0353<0.05
2573,16,CWE-787,140,0.0352,0.0154,0.0648,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0352<0.05
2961,16,CWE-787,141,0.035,0.0154,0.0645,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0350<0.05
27541,16,CWE-787,142,0.0347,0.0154,0.0638,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0347<0.05
5064,16,CWE-787,143,0.0346,0.0154,0.0633,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0346<0.05
27337,16,CWE-787,144,0.0345,0.0154,0.0632,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0345<0.05
21817,16,CWE-787,145,0.0345,0.0154,0.0632,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0345<0.05
2905,16,CWE-787,146,0.0344,0.0154,0.063,0.0154,0.0308,0.0154,0.152,False,score=0.0344<0.05
31312,16,CWE-787,147,0.0343,0.0154,0.0628,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0343<0.05
10982,16,CWE-787,148,0.0341,0.0154,0.0621,0.0154,0.0154,0.0,0.0621,False,freq_unsafe=0.015<0.02; score=0.0341<0.05
20103,16,CWE-787,149,0.0339,0.0154,0.0617,0.0154,0.0308,0.0154,0.1727,False,score=0.0339<0.05
11343,16,CWE-787,150,0.0337,0.0154,0.0612,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0337<0.05
13778,16,CWE-787,151,0.0336,0.0154,0.0609,0.0154,0.0154,0.0,0.0609,False,freq_unsafe=0.015<0.02; score=0.0336<0.05
14637,16,CWE-787,152,0.0336,0.0154,0.0609,0.0154,0.0308,0.0154,0.1137,False,score=0.0336<0.05
28027,16,CWE-787,153,0.0336,0.0154,0.0608,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0336<0.05
28672,16,CWE-787,154,0.0335,0.0154,0.0608,0.0154,0.0154,0.0,0.0608,False,freq_unsafe=0.015<0.02; score=0.0335<0.05
9287,16,CWE-787,155,0.0335,0.0615,0.0068,0.0308,0.4462,0.4462,1.8196,False,score=0.0335<0.05
5217,16,CWE-787,156,0.0334,0.0154,0.0604,0.0154,0.0308,0.0154,0.1074,False,score=0.0334<0.05
28896,16,CWE-787,157,0.0332,0.0154,0.0599,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0332<0.05
13242,16,CWE-787,158,0.0332,0.0154,0.0598,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0332<0.05
3364,16,CWE-787,159,0.0331,0.0154,0.0597,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0331<0.05
17065,16,CWE-787,160,0.0328,0.0154,0.059,0.0154,0.0154,0.0,0.059,False,freq_unsafe=0.015<0.02; score=0.0328<0.05
0,16,CWE-787,161,0.0328,0.0154,0.059,0.0154,0.0154,0.0,0.059,False,freq_unsafe=0.015<0.02; score=0.0328<0.05
30016,16,CWE-787,162,0.0328,0.0154,0.0589,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0328<0.05
26674,16,CWE-787,163,0.0327,0.0154,0.0587,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0327<0.05
1146,16,CWE-787,164,0.0327,0.0154,0.0587,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0327<0.05
4511,16,CWE-787,165,0.0324,0.0154,0.0579,0.0154,0.0308,0.0154,0.0943,False,score=0.0324<0.05
4652,16,CWE-787,166,0.0322,0.0154,0.0573,0.0154,0.0154,0.0,0.0573,False,freq_unsafe=0.015<0.02; score=0.0322<0.05
29396,16,CWE-787,167,0.0322,0.0154,0.0573,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0322<0.05
11080,16,CWE-787,168,0.0321,0.0154,0.0573,0.0154,0.0308,0.0154,0.1011,False,score=0.0321<0.05
28929,16,CWE-787,169,0.032,0.0154,0.057,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0320<0.05
28430,16,CWE-787,170,0.032,0.0154,0.057,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0320<0.05
15437,16,CWE-787,171,0.0318,0.0154,0.0486,0.0308,0.0769,0.0615,0.2221,False,score=0.0318<0.05
26214,16,CWE-787,172,0.0317,0.0154,0.0561,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0317<0.05
32330,16,CWE-787,173,0.0317,0.0154,0.0561,0.0154,0.0154,0.0,0.0561,False,freq_unsafe=0.015<0.02; score=0.0317<0.05
9485,16,CWE-787,174,0.0316,0.0154,0.0558,0.0154,0.0154,0.0,0.0558,False,freq_unsafe=0.015<0.02; score=0.0316<0.05
23498,16,CWE-787,175,0.0314,0.0154,0.0555,0.0154,0.0154,0.0,0.0555,False,freq_unsafe=0.015<0.02; score=0.0314<0.05
28530,16,CWE-787,176,0.0314,0.0154,0.0554,0.0154,0.0154,0.0,0.0554,False,freq_unsafe=0.015<0.02; score=0.0314<0.05
20246,16,CWE-787,177,0.0314,0.0154,0.0554,0.0154,0.0923,0.0769,0.2611,False,score=0.0314<0.05
11735,16,CWE-787,178,0.0314,0.0154,0.0554,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0314<0.05
22194,16,CWE-787,179,0.0314,0.0154,0.0553,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0314<0.05
12812,16,CWE-787,180,0.0311,0.0154,0.0548,0.0154,0.0154,0.0,0.0548,False,freq_unsafe=0.015<0.02; score=0.0311<0.05
15161,16,CWE-787,181,0.0311,0.0154,0.0547,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0311<0.05
29848,16,CWE-787,182,0.0311,0.0154,0.0547,0.0154,0.0308,0.0154,0.0884,False,score=0.0311<0.05
8809,16,CWE-787,183,0.0311,0.0154,0.0546,0.0154,0.0154,0.0,0.0546,False,freq_unsafe=0.015<0.02; score=0.0311<0.05
3668,16,CWE-787,184,0.031,0.0154,0.0543,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0310<0.05
15263,16,CWE-787,185,0.0309,0.0154,0.0541,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0309<0.05
15572,16,CWE-787,186,0.0308,0.0154,0.054,0.0154,0.0308,0.0154,0.1017,False,score=0.0308<0.05
4356,16,CWE-787,187,0.0306,0.0154,0.0535,0.0154,0.0154,0.0154,0.0318,False,freq_unsafe=0.015<0.02; score=0.0306<0.05
20259,16,CWE-787,188,0.0305,0.0154,0.0532,0.0154,0.0154,0.0,0.0532,False,freq_unsafe=0.015<0.02; score=0.0305<0.05
32319,16,CWE-787,189,0.0305,0.0154,0.0532,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0305<0.05
20272,16,CWE-787,190,0.0303,0.0154,0.0527,0.0154,0.0154,0.0,0.0527,False,freq_unsafe=0.015<0.02; score=0.0303<0.05
30988,16,CWE-787,191,0.0302,0.0154,0.0525,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0302<0.05
7949,16,CWE-787,192,0.0302,0.0154,0.0524,0.0154,0.0308,0.0154,0.1647,False,score=0.0302<0.05
19976,16,CWE-787,193,0.0301,0.0154,0.0522,0.0154,0.0154,0.0,0.0522,False,freq_unsafe=0.015<0.02; score=0.0301<0.05
2546,16,CWE-787,194,0.03,0.0154,0.052,0.0154,0.0308,0.0154,0.1034,False,score=0.0300<0.05
20261,16,CWE-787,195,0.03,0.0154,0.0519,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0300<0.05
15268,16,CWE-787,196,0.03,0.0154,0.0519,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0300<0.05
7367,16,CWE-787,197,0.0298,0.0154,0.0515,0.0154,0.0154,0.0,0.0515,False,freq_unsafe=0.015<0.02; score=0.0298<0.05
21901,16,CWE-787,198,0.0298,0.0154,0.0515,0.0154,0.0154,0.0,0.0515,False,freq_unsafe=0.015<0.02; score=0.0298<0.05
2705,16,CWE-787,199,0.0298,0.0154,0.0513,0.0154,0.1231,0.1385,0.581,False,score=0.0298<0.05
25585,16,CWE-787,200,0.0296,0.0154,0.051,0.0154,0.0154,0.0,0.051,False,freq_unsafe=0.015<0.02; score=0.0296<0.05
6986,16,CWE-190,1,0.3266,0.1059,0.6753,0.0706,0.9176,0.9412,9.0696,True,
9465,16,CWE-190,2,0.2231,0.0941,0.4107,0.1059,0.2353,0.1529,0.9153,True,
10758,16,CWE-190,3,0.1542,0.1294,0.2209,0.0706,0.8353,0.8118,3.9782,True,
11625,16,CWE-190,4,0.1309,0.0471,0.2566,0.0471,0.1059,0.0706,0.5741,True,
22720,16,CWE-190,5,0.1117,0.0824,0.1675,0.0588,0.2706,0.3294,1.1952,True,
7839,16,CWE-190,6,0.097,0.0353,0.1896,0.0353,0.0353,0.0,0.1896,True,
26373,16,CWE-190,7,0.091,0.0588,0.1392,0.0588,0.2118,0.1882,0.8654,True,
14376,16,CWE-190,8,0.0886,0.0588,0.145,0.0353,0.2118,0.1765,0.8286,True,
9287,16,CWE-190,9,0.086,0.0824,0.1092,0.0471,0.4471,0.4118,1.7673,True,
26413,16,CWE-190,10,0.0831,0.0353,0.1549,0.0353,0.0353,0.0,0.1549,True,
27913,16,CWE-190,11,0.0817,0.0353,0.1514,0.0353,0.0118,0.0471,0.0362,False,freq_unsafe=0.012<0.02
22402,16,CWE-190,12,0.0816,0.0353,0.1571,0.0235,0.0824,0.0588,0.3036,True,
9416,16,CWE-190,13,0.0814,0.0471,0.1329,0.0471,0.0588,0.1059,0.2272,True,
6312,16,CWE-190,14,0.0807,0.0941,0.09,0.0353,0.2588,0.2824,1.0823,True,
5951,16,CWE-190,15,0.0779,0.0471,0.13,0.0353,0.0941,0.1294,0.2977,True,
4850,16,CWE-190,16,0.0774,0.0235,0.1582,0.0235,0.0353,0.0118,0.2006,True,
10357,16,CWE-190,17,0.077,0.0353,0.1395,0.0353,0.0471,0.0118,0.2004,True,
5719,16,CWE-190,18,0.0749,0.0353,0.1343,0.0353,0.0353,0.0,0.1343,True,
25717,16,CWE-190,19,0.0747,0.0353,0.1279,0.0471,0.2118,0.1765,0.6144,True,
24130,16,CWE-190,20,0.0739,0.0588,0.1023,0.0471,0.1294,0.1765,0.7079,True,
26059,16,CWE-190,21,0.0733,0.0118,0.1656,0.0118,0.0118,0.0,0.1656,False,freq_unsafe=0.012<0.02
24959,16,CWE-190,22,0.0715,0.0353,0.1258,0.0353,0.0706,0.0353,0.2251,True,
13552,16,CWE-190,23,0.0701,0.0235,0.14,0.0235,0.0118,0.0353,0.042,False,freq_unsafe=0.012<0.02
8254,16,CWE-190,24,0.0701,0.0235,0.1399,0.0235,0.0235,0.0,0.1399,True,
25784,16,CWE-190,25,0.0694,0.0471,0.1088,0.0353,0.1882,0.1529,0.5385,True,
18857,16,CWE-190,26,0.0687,0.0471,0.107,0.0353,0.2235,0.2,0.715,True,
9045,16,CWE-190,27,0.0687,0.0118,0.154,0.0118,0.0,0.0118,0.0,False,freq_unsafe=0.000<0.02
18428,16,CWE-190,28,0.0682,0.0353,0.1175,0.0353,0.0,0.0353,0.0,False,freq_unsafe=0.000<0.02
19259,16,CWE-190,29,0.0676,0.0353,0.1162,0.0353,0.0,0.0353,0.0,False,freq_unsafe=0.000<0.02
17876,16,CWE-190,30,0.0675,0.0353,0.1158,0.0353,0.0471,0.0588,0.151,True,
11877,16,CWE-190,31,0.067,0.0471,0.097,0.0471,0.0941,0.0941,0.2764,True,
14940,16,CWE-190,32,0.0668,0.0118,0.1495,0.0118,0.0118,0.0,0.1495,False,freq_unsafe=0.012<0.02
22892,16,CWE-190,33,0.0653,0.0588,0.0868,0.0353,0.4,0.4235,1.4769,True,
9342,16,CWE-190,34,0.0648,0.0824,0.0561,0.0471,0.4118,0.4353,1.9155,True,
32697,16,CWE-190,35,0.0637,0.0118,0.1416,0.0118,0.0118,0.0,0.1416,False,freq_unsafe=0.012<0.02
26619,16,CWE-190,36,0.0634,0.0118,0.1408,0.0118,0.0,0.0118,0.0,False,freq_unsafe=0.000<0.02
1546,16,CWE-190,37,0.0633,0.0235,0.123,0.0235,0.0235,0.0,0.123,True,
13089,16,CWE-190,38,0.0626,0.0353,0.1034,0.0353,0.0235,0.0588,0.1287,True,
21423,16,CWE-190,39,0.0623,0.0235,0.1204,0.0235,0.0,0.0235,0.0,False,freq_unsafe=0.000<0.02
19806,16,CWE-190,40,0.0622,0.0118,0.1377,0.0118,0.0118,0.0118,0.026,False,freq_unsafe=0.012<0.02
30907,16,CWE-190,41,0.0616,0.0235,0.1187,0.0235,0.0118,0.0353,0.0391,False,freq_unsafe=0.012<0.02
1754,16,CWE-190,42,0.0612,0.0235,0.1178,0.0235,0.0941,0.1176,0.3667,True,
1710,16,CWE-190,43,0.0611,0.0353,0.0998,0.0353,0.1412,0.1294,0.4628,True,
2273,16,CWE-190,44,0.0601,0.0235,0.1149,0.0235,0.0118,0.0235,0.0482,False,freq_unsafe=0.012<0.02
3635,16,CWE-190,45,0.0585,0.0118,0.1286,0.0118,0.0118,0.0,0.1286,False,freq_unsafe=0.012<0.02
8076,16,CWE-190,46,0.0584,0.0235,0.1107,0.0235,0.0235,0.0353,0.0682,True,
6156,16,CWE-190,47,0.0583,0.0235,0.1104,0.0235,0.0353,0.0118,0.1572,True,
28022,16,CWE-190,48,0.0583,0.0706,0.0633,0.0235,0.0824,0.1059,0.2594,True,
15386,16,CWE-190,49,0.0582,0.0471,0.0807,0.0353,0.1647,0.1294,0.4558,True,
16371,16,CWE-190,50,0.058,0.0118,0.1273,0.0118,0.0118,0.0,0.1273,False,freq_unsafe=0.012<0.02
17690,16,CWE-190,51,0.0575,0.0235,0.1086,0.0235,0.0235,0.0,0.1086,True,
9816,16,CWE-190,52,0.0575,0.0588,0.0732,0.0235,0.2,0.2235,0.6795,True,
5640,16,CWE-190,53,0.0574,0.0353,0.0906,0.0353,0.0588,0.0824,0.134,True,
28079,16,CWE-190,54,0.0574,0.0353,0.0904,0.0353,0.0,0.0353,0.0,False,freq_unsafe=0.000<0.02
21103,16,CWE-190,55,0.0568,0.0118,0.1244,0.0118,0.0,0.0118,0.0,False,freq_unsafe=0.000<0.02
8679,16,CWE-190,56,0.0568,0.0118,0.1243,0.0118,0.0,0.0118,0.0,False,freq_unsafe=0.000<0.02
9820,16,CWE-190,57,0.0563,0.0353,0.0877,0.0353,0.1765,0.1412,0.7626,True,
22839,16,CWE-190,58,0.0562,0.0235,0.0994,0.0353,0.0118,0.0353,0.03,False,freq_unsafe=0.012<0.02
3222,16,CWE-190,59,0.056,0.0118,0.1224,0.0118,0.0118,0.0,0.1224,False,freq_unsafe=0.012<0.02
17101,16,CWE-190,60,0.0555,0.0118,0.1211,0.0118,0.0118,0.0,0.1211,False,freq_unsafe=0.012<0.02
22550,16,CWE-190,61,0.0555,0.0235,0.1034,0.0235,0.0235,0.0,0.1034,True,
24430,16,CWE-190,62,0.0554,0.0235,0.1032,0.0235,0.0235,0.0,0.1032,True,
6793,16,CWE-190,63,0.0553,0.0118,0.1207,0.0118,0.0118,0.0,0.1207,False,freq_unsafe=0.012<0.02
10715,16,CWE-190,64,0.0548,0.0235,0.1018,0.0235,0.0235,0.0,0.1018,True,
7589,16,CWE-190,65,0.0545,0.0118,0.1187,0.0118,0.0,0.0118,0.0,False,freq_unsafe=0.000<0.02
2917,16,CWE-190,66,0.0545,0.0824,0.0422,0.0235,0.2471,0.2471,0.9439,True,
18124,16,CWE-190,67,0.0539,0.0235,0.0995,0.0235,0.0235,0.0,0.0995,True,
4316,16,CWE-190,68,0.0534,0.0118,0.1158,0.0118,0.0118,0.0235,0.0587,False,freq_unsafe=0.012<0.02
5407,16,CWE-190,69,0.0532,0.0235,0.0978,0.0235,0.0353,0.0588,0.1516,True,
16728,16,CWE-190,70,0.0524,0.0235,0.0956,0.0235,0.0235,0.0,0.0956,True,
13179,16,CWE-190,71,0.0523,0.0118,0.1132,0.0118,0.0118,0.0,0.1132,False,freq_unsafe=0.012<0.02
19820,16,CWE-190,72,0.0523,0.0235,0.0954,0.0235,0.0,0.0235,0.0,False,freq_unsafe=0.000<0.02
3817,16,CWE-190,73,0.0522,0.0118,0.1128,0.0118,0.0118,0.0235,0.0336,False,freq_unsafe=0.012<0.02
6505,16,CWE-190,74,0.0521,0.0118,0.1127,0.0118,0.0,0.0118,0.0,False,freq_unsafe=0.000<0.02
21802,16,CWE-190,75,0.0521,0.0235,0.0949,0.0235,0.0,0.0235,0.0,False,freq_unsafe=0.000<0.02
6599,16,CWE-190,76,0.0518,0.0471,0.0707,0.0235,0.1294,0.1059,0.402,True,
3789,16,CWE-190,77,0.0517,0.0118,0.1116,0.0118,0.0118,0.0,0.1116,False,freq_unsafe=0.012<0.02
12161,16,CWE-190,78,0.0515,0.0353,0.0816,0.0235,0.0588,0.0353,0.3173,True,
5034,16,CWE-190,79,0.0514,0.0471,0.0639,0.0353,0.1647,0.1765,0.4904,True,
5825,16,CWE-190,80,0.0513,0.0118,0.1107,0.0118,0.0,0.0118,0.0,False,freq_unsafe=0.000<0.02
1037,16,CWE-190,81,0.0512,0.0118,0.1105,0.0118,0.0118,0.0,0.1105,False,freq_unsafe=0.012<0.02
2326,16,CWE-190,82,0.0512,0.0235,0.0927,0.0235,0.0353,0.0118,0.1228,True,
24550,16,CWE-190,83,0.0511,0.0118,0.1101,0.0118,0.0118,0.0,0.1101,False,freq_unsafe=0.012<0.02
18095,16,CWE-190,84,0.0511,0.0118,0.11,0.0118,0.0,0.0118,0.0,False,freq_unsafe=0.000<0.02
23049,16,CWE-190,85,0.0509,0.0118,0.1095,0.0118,0.0118,0.0,0.1095,False,freq_unsafe=0.012<0.02
31087,16,CWE-190,86,0.0507,0.0353,0.0797,0.0235,0.0471,0.0235,0.1474,True,
1853,16,CWE-190,87,0.0506,0.0235,0.0912,0.0235,0.0,0.0235,0.0,False,freq_unsafe=0.000<0.02
5669,16,CWE-190,88,0.0506,0.0118,0.1088,0.0118,0.0118,0.0,0.1088,False,freq_unsafe=0.012<0.02
26332,16,CWE-190,89,0.0505,0.0235,0.0909,0.0235,0.0118,0.0235,0.0475,False,freq_unsafe=0.012<0.02
3198,16,CWE-190,90,0.0499,0.0235,0.0895,0.0235,0.0235,0.0,0.0895,False,score=0.0499<0.05
3497,16,CWE-190,91,0.0497,0.0118,0.1067,0.0118,0.0,0.0118,0.0,False,freq_unsafe=0.000<0.02; score=0.0497<0.05
4735,16,CWE-190,92,0.0496,0.0353,0.077,0.0235,0.1294,0.1529,0.3433,False,score=0.0496<0.05
26213,16,CWE-190,93,0.0496,0.0118,0.1062,0.0118,0.0118,0.0,0.1062,False,freq_unsafe=0.012<0.02; score=0.0496<0.05
31692,16,CWE-190,94,0.0489,0.0235,0.087,0.0235,0.0,0.0235,0.0,False,freq_unsafe=0.000<0.02; score=0.0489<0.05
25391,16,CWE-190,95,0.0488,0.0235,0.0868,0.0235,0.0235,0.0,0.0868,False,score=0.0488<0.05
17666,16,CWE-190,96,0.0488,0.0118,0.1042,0.0118,0.0,0.0118,0.0,False,freq_unsafe=0.000<0.02; score=0.0488<0.05
30883,16,CWE-190,97,0.0487,0.0235,0.0864,0.0235,0.0588,0.0353,0.1834,False,score=0.0487<0.05
26138,16,CWE-190,98,0.0486,0.0118,0.1039,0.0118,0.0235,0.0118,0.1333,False,score=0.0486<0.05
8219,16,CWE-190,99,0.0484,0.0235,0.0858,0.0235,0.0353,0.0235,0.1413,False,score=0.0484<0.05
22327,16,CWE-190,100,0.0483,0.0118,0.1032,0.0118,0.0,0.0118,0.0,False,freq_unsafe=0.000<0.02; score=0.0483<0.05
20703,16,CWE-190,101,0.0482,0.0235,0.0852,0.0235,0.0353,0.0118,0.1101,False,score=0.0482<0.05
4721,16,CWE-190,102,0.048,0.0235,0.0848,0.0235,0.0,0.0235,0.0,False,freq_unsafe=0.000<0.02; score=0.0480<0.05
29185,16,CWE-190,103,0.0477,0.0118,0.1016,0.0118,0.0118,0.0,0.1016,False,freq_unsafe=0.012<0.02; score=0.0477<0.05
8543,16,CWE-190,104,0.0476,0.0118,0.1012,0.0118,0.0,0.0118,0.0,False,freq_unsafe=0.000<0.02; score=0.0476<0.05
241,16,CWE-190,105,0.0475,0.0118,0.1011,0.0118,0.0118,0.0235,0.0681,False,freq_unsafe=0.012<0.02; score=0.0475<0.05
9979,16,CWE-190,106,0.0474,0.0235,0.0833,0.0235,0.0588,0.0353,0.1844,False,score=0.0474<0.05
8839,16,CWE-190,107,0.0474,0.0118,0.1008,0.0118,0.0118,0.0,0.1008,False,freq_unsafe=0.012<0.02; score=0.0474<0.05
16926,16,CWE-190,108,0.0473,0.0118,0.1005,0.0118,0.0118,0.0235,0.0391,False,freq_unsafe=0.012<0.02; score=0.0473<0.05
10551,16,CWE-190,109,0.0471,0.0118,0.1,0.0118,0.0118,0.0,0.1,False,freq_unsafe=0.012<0.02; score=0.0471<0.05
9085,16,CWE-190,110,0.047,0.0353,0.0704,0.0235,0.0118,0.0353,0.0299,False,freq_unsafe=0.012<0.02; score=0.0470<0.05
20744,16,CWE-190,111,0.0469,0.0118,0.0995,0.0118,0.0118,0.0,0.0995,False,freq_unsafe=0.012<0.02; score=0.0469<0.05
20955,16,CWE-190,112,0.0468,0.0235,0.0816,0.0235,0.0353,0.0118,0.1348,False,score=0.0468<0.05
14849,16,CWE-190,113,0.0467,0.0118,0.099,0.0118,0.0118,0.0,0.099,False,freq_unsafe=0.012<0.02; score=0.0467<0.05
2022,16,CWE-190,114,0.0467,0.0118,0.099,0.0118,0.0,0.0118,0.0,False,freq_unsafe=0.000<0.02; score=0.0467<0.05
11595,16,CWE-190,115,0.0463,0.0588,0.0452,0.0235,0.2353,0.2471,1.3452,False,score=0.0463<0.05
