feature_id,layer,cwe_id,rank,score,hist_dist,delta_mu,ks_stat,freq_unsafe,freq_safe,mean_mag,kept,prune_reason
2246,16,CWE-125,83,0.0593,0.0132,0.1286,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02
29656,16,CWE-125,84,0.0591,0.0263,0.1083,0.0263,0.0263,0.0,0.1083,True,
22279,16,CWE-125,85,0.0591,0.0263,0.1083,0.0263,0.0132,0.0395,0.0315,False,freq_unsafe=0.013<0.02
21982,16,CWE-125,86,0.0589,0.0263,0.1013,0.0395,0.0526,0.0263,0.1933,True,
40,16,CWE-125,87,0.0588,0.0263,0.1076,0.0263,0.0,0.0263,0.0,False,freq_unsafe=0.000<0.02
1040,16,CWE-125,88,0.0582,0.0263,0.1059,0.0263,0.0263,0.0,0.1059,True,
30339,16,CWE-125,89,0.058,0.0132,0.1253,0.0132,0.0132,0.0,0.1253,False,freq_unsafe=0.013<0.02
24333,16,CWE-125,90,0.0576,0.0132,0.1242,0.0132,0.0132,0.0,0.1242,False,freq_unsafe=0.013<0.02
9816,16,CWE-125,91,0.0575,0.0526,0.0713,0.0395,0.2237,0.25,0.7456,True,
7328,16,CWE-125,92,0.0574,0.0395,0.0843,0.0395,0.0526,0.0789,0.1387,True,
27435,16,CWE-125,93,0.0574,0.0263,0.104,0.0263,0.0395,0.0132,0.1453,True,
25021,16,CWE-125,94,0.0573,0.0132,0.1234,0.0132,0.0132,0.0263,0.1022,False,freq_unsafe=0.013<0.02
18089,16,CWE-125,95,0.0571,0.0132,0.123,0.0132,0.0132,0.0,0.123,False,freq_unsafe=0.013<0.02
22402,16,CWE-125,96,0.0561,0.0263,0.1009,0.0263,0.0132,0.0263,0.0373,False,freq_unsafe=0.013<0.02
32130,16,CWE-125,97,0.0559,0.0132,0.1201,0.0132,0.0263,0.0132,0.155,True,
26213,16,CWE-125,98,0.0559,0.0132,0.1201,0.0132,0.0263,0.0132,0.15,True,
958,16,CWE-125,99,0.0556,0.0132,0.1192,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02
26103,16,CWE-125,100,0.0554,0.0132,0.1187,0.0132,0.0132,0.0,0.1187,False,freq_unsafe=0.013<0.02
23752,16,CWE-125,101,0.0553,0.0132,0.1185,0.0132,0.0132,0.0,0.1185,False,freq_unsafe=0.013<0.02
4234,16,CWE-125,102,0.0552,0.0263,0.0985,0.0263,0.0,0.0263,0.0,False,freq_unsafe=0.000<0.02
16371,16,CWE-125,103,0.0551,0.0132,0.118,0.0132,0.0132,0.0,0.118,False,freq_unsafe=0.013<0.02
22893,16,CWE-125,104,0.0545,0.0132,0.1164,0.0132,0.0263,0.0132,0.1596,True,
30510,16,CWE-125,105,0.0545,0.0263,0.0967,0.0263,0.0526,0.0263,0.162,True,
26205,16,CWE-125,106,0.0542,0.0263,0.0959,0.0263,0.0,0.0263,0.0,False,freq_unsafe=0.000<0.02
23624,16,CWE-125,107,0.0539,0.0263,0.0952,0.0263,0.0263,0.0526,0.1115,True,
26274,16,CWE-125,108,0.0533,0.0526,0.0675,0.0263,0.1053,0.1184,0.3031,True,
30728,16,CWE-125,109,0.0529,0.0132,0.1124,0.0132,0.0132,0.0263,0.0485,False,freq_unsafe=0.013<0.02
28170,16,CWE-125,110,0.0527,0.0263,0.0923,0.0263,0.0395,0.0132,0.1454,True,
13382,16,CWE-125,111,0.0527,0.0263,0.0922,0.0263,0.0395,0.0132,0.1252,True,
32704,16,CWE-125,112,0.0525,0.0263,0.0918,0.0263,0.0395,0.0132,0.1417,True,
25067,16,CWE-125,113,0.0525,0.0132,0.1114,0.0132,0.0263,0.0395,0.2063,True,
0,16,CWE-125,114,0.0524,0.0132,0.1114,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02
22720,16,CWE-125,115,0.0523,0.0658,0.0518,0.0263,0.3158,0.3026,1.1791,True,
31632,16,CWE-125,116,0.052,0.0132,0.1102,0.0132,0.0132,0.0,0.1102,False,freq_unsafe=0.013<0.02
9647,16,CWE-125,117,0.0513,0.0132,0.1086,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02
20259,16,CWE-125,118,0.0512,0.0132,0.1083,0.0132,0.0132,0.0,0.1083,False,freq_unsafe=0.013<0.02
28202,16,CWE-125,119,0.0511,0.0132,0.1081,0.0132,0.0263,0.0263,0.0801,True,
9794,16,CWE-125,120,0.0504,0.0132,0.1062,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02
5721,16,CWE-125,121,0.0503,0.0132,0.1061,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02
25627,16,CWE-125,122,0.0498,0.0132,0.1047,0.0132,0.0132,0.0,0.1047,False,freq_unsafe=0.013<0.02; score=0.0498<0.05
3274,16,CWE-125,123,0.0495,0.0132,0.1041,0.0132,0.0132,0.0,0.1041,False,freq_unsafe=0.013<0.02; score=0.0495<0.05
4735,16,CWE-125,124,0.0494,0.0395,0.0643,0.0395,0.1184,0.0921,0.2963,False,score=0.0494<0.05
8845,16,CWE-125,125,0.0493,0.0263,0.0838,0.0263,0.0,0.0263,0.0,False,freq_unsafe=0.000<0.02; score=0.0493<0.05
24183,16,CWE-125,126,0.0492,0.0263,0.0835,0.0263,0.0263,0.0526,0.1164,False,score=0.0492<0.05
12340,16,CWE-125,127,0.0491,0.0263,0.0833,0.0263,0.0789,0.0526,0.2425,False,score=0.0491<0.05
26704,16,CWE-125,128,0.049,0.0263,0.083,0.0263,0.0526,0.0263,0.1525,False,score=0.0490<0.05
6610,16,CWE-125,129,0.0489,0.0263,0.0828,0.0263,0.0263,0.0,0.0828,False,score=0.0489<0.05
12883,16,CWE-125,130,0.0489,0.0263,0.0827,0.0263,0.0132,0.0395,0.0681,False,freq_unsafe=0.013<0.02; score=0.0489<0.05
15096,16,CWE-125,131,0.0488,0.0132,0.1022,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02; score=0.0488<0.05
2011,16,CWE-125,132,0.0488,0.0132,0.1021,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02; score=0.0488<0.05
26059,16,CWE-125,133,0.0487,0.0132,0.1021,0.0132,0.0132,0.0132,0.0638,False,freq_unsafe=0.013<0.02; score=0.0487<0.05
10357,16,CWE-125,134,0.048,0.0132,0.1002,0.0132,0.0263,0.0132,0.1635,False,score=0.0480<0.05
3888,16,CWE-125,135,0.0478,0.0263,0.0799,0.0263,0.0,0.0263,0.0,False,freq_unsafe=0.000<0.02; score=0.0478<0.05
22230,16,CWE-125,136,0.0475,0.0526,0.0529,0.0263,0.0658,0.0526,0.1906,False,score=0.0475<0.05
26419,16,CWE-125,137,0.0472,0.0132,0.0982,0.0132,0.0132,0.0,0.0982,False,freq_unsafe=0.013<0.02; score=0.0472<0.05
24445,16,CWE-125,138,0.0471,0.0132,0.0981,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02; score=0.0471<0.05
4975,16,CWE-125,139,0.0471,0.0263,0.0782,0.0263,0.0395,0.0132,0.1186,False,score=0.0471<0.05
24044,16,CWE-125,140,0.0468,0.0132,0.0974,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02; score=0.0468<0.05
28306,16,CWE-125,141,0.0468,0.0263,0.071,0.0395,0.0263,0.0526,0.0823,False,score=0.0468<0.05
21830,16,CWE-125,142,0.0468,0.0132,0.0972,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02; score=0.0468<0.05
14889,16,CWE-125,143,0.0467,0.0132,0.0971,0.0132,0.0263,0.0395,0.1333,False,score=0.0467<0.05
448,16,CWE-125,144,0.0466,0.0132,0.0967,0.0132,0.0132,0.0,0.0967,False,freq_unsafe=0.013<0.02; score=0.0466<0.05
29659,16,CWE-125,145,0.0465,0.0263,0.0769,0.0263,0.0132,0.0395,0.0471,False,freq_unsafe=0.013<0.02; score=0.0465<0.05
23278,16,CWE-125,146,0.0464,0.0132,0.0964,0.0132,0.0263,0.0132,0.1933,False,score=0.0464<0.05
8488,16,CWE-125,147,0.0461,0.0132,0.0955,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02; score=0.0461<0.05
31441,16,CWE-125,148,0.0456,0.0132,0.0943,0.0132,0.0263,0.0132,0.1257,False,score=0.0456<0.05
7839,16,CWE-125,149,0.0456,0.0263,0.0745,0.0263,0.0395,0.0658,0.1391,False,score=0.0456<0.05
12126,16,CWE-125,150,0.0455,0.0132,0.0941,0.0132,0.0132,0.0263,0.0381,False,freq_unsafe=0.013<0.02; score=0.0455<0.05
18464,16,CWE-125,151,0.0453,0.0263,0.0737,0.0263,0.0263,0.0,0.0737,False,score=0.0453<0.05
12751,16,CWE-125,152,0.0453,0.0132,0.0934,0.0132,0.0263,0.0132,0.1768,False,score=0.0453<0.05
15693,16,CWE-125,153,0.0452,0.0263,0.0735,0.0263,0.0395,0.0132,0.1013,False,score=0.0452<0.05
18545,16,CWE-125,154,0.045,0.0263,0.0797,0.0132,0.0263,0.0395,0.1077,False,score=0.0450<0.05
20272,16,CWE-125,155,0.0449,0.0263,0.0728,0.0263,0.0395,0.0132,0.1109,False,score=0.0449<0.05
4950,16,CWE-125,156,0.0448,0.0526,0.0397,0.0395,0.0526,0.0921,0.2085,False,score=0.0448<0.05
24498,16,CWE-125,157,0.0447,0.0132,0.0921,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02; score=0.0447<0.05
30511,16,CWE-125,158,0.0447,0.0132,0.092,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02; score=0.0447<0.05
6975,16,CWE-125,159,0.0447,0.0263,0.0722,0.0263,0.0,0.0263,0.0,False,freq_unsafe=0.000<0.02; score=0.0447<0.05
21330,16,CWE-125,160,0.0446,0.0132,0.0918,0.0132,0.0132,0.0,0.0918,False,freq_unsafe=0.013<0.02; score=0.0446<0.05
1320,16,CWE-125,161,0.0446,0.0263,0.0786,0.0132,0.0395,0.0263,0.2275,False,score=0.0446<0.05
32049,16,CWE-125,162,0.0445,0.0132,0.0915,0.0132,0.0132,0.0,0.0915,False,freq_unsafe=0.013<0.02; score=0.0445<0.05
31118,16,CWE-125,163,0.0443,0.0263,0.0712,0.0263,0.0526,0.0263,0.1576,False,score=0.0443<0.05
1710,16,CWE-125,164,0.0439,0.0526,0.0441,0.0263,0.1842,0.1974,0.669,False,score=0.0439<0.05
9845,16,CWE-125,165,0.0438,0.0132,0.0897,0.0132,0.0132,0.0,0.0897,False,freq_unsafe=0.013<0.02; score=0.0438<0.05
18483,16,CWE-125,166,0.0437,0.0132,0.0894,0.0132,0.0132,0.0,0.0894,False,freq_unsafe=0.013<0.02; score=0.0437<0.05
15183,16,CWE-125,167,0.0436,0.0263,0.0694,0.0263,0.0395,0.0132,0.0969,False,score=0.0436<0.05
15955,16,CWE-125,168,0.0433,0.0658,0.0358,0.0132,0.1184,0.1053,0.3553,False,score=0.0433<0.05
8990,16,CWE-125,169,0.043,0.0132,0.0878,0.0132,0.0132,0.0,0.0878,False,freq_unsafe=0.013<0.02; score=0.0430<0.05
17628,16,CWE-125,170,0.0427,0.0263,0.0672,0.0263,0.0789,0.0526,0.2624,False,score=0.0427<0.05
24379,16,CWE-125,171,0.0425,0.0263,0.0668,0.0263,0.0395,0.0132,0.1178,False,score=0.0425<0.05
2270,16,CWE-125,172,0.0424,0.0132,0.0863,0.0132,0.0132,0.0,0.0863,False,freq_unsafe=0.013<0.02; score=0.0424<0.05
22205,16,CWE-125,173,0.0424,0.0263,0.0732,0.0132,0.0395,0.0263,0.1687,False,score=0.0424<0.05
1053,16,CWE-125,174,0.0424,0.0132,0.0862,0.0132,0.0395,0.0263,0.2065,False,score=0.0424<0.05
9465,16,CWE-125,175,0.0424,0.0789,0.0006,0.0526,0.2763,0.3289,1.178,False,score=0.0424<0.05
11716,16,CWE-125,176,0.0423,0.0526,0.0399,0.0263,0.0789,0.0921,0.1997,False,score=0.0423<0.05
14189,16,CWE-125,177,0.0421,0.0132,0.0855,0.0132,0.0132,0.0,0.0855,False,freq_unsafe=0.013<0.02; score=0.0421<0.05
27540,16,CWE-125,178,0.0421,0.0263,0.0657,0.0263,0.0263,0.0,0.0657,False,score=0.0421<0.05
11595,16,CWE-125,179,0.042,0.0395,0.0524,0.0263,0.2368,0.2368,1.4123,False,score=0.0420<0.05
26121,16,CWE-125,180,0.0419,0.0132,0.0851,0.0132,0.0132,0.0,0.0851,False,freq_unsafe=0.013<0.02; score=0.0419<0.05
26334,16,CWE-125,181,0.0417,0.0132,0.0845,0.0132,0.0263,0.0132,0.1747,False,score=0.0417<0.05
9437,16,CWE-125,182,0.0416,0.0132,0.0842,0.0132,0.0132,0.0,0.0842,False,freq_unsafe=0.013<0.02; score=0.0416<0.05
20070,16,CWE-125,183,0.0414,0.0132,0.0839,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02; score=0.0414<0.05
4961,16,CWE-125,184,0.0414,0.0263,0.064,0.0263,0.0,0.0263,0.0,False,freq_unsafe=0.000<0.02; score=0.0414<0.05
32266,16,CWE-125,185,0.0414,0.0263,0.0639,0.0263,0.0,0.0263,0.0,False,freq_unsafe=0.000<0.02; score=0.0414<0.05
7775,16,CWE-125,186,0.0414,0.0263,0.0639,0.0263,0.0263,0.0,0.0639,False,score=0.0414<0.05
7916,16,CWE-125,187,0.0413,0.0132,0.0836,0.0132,0.0132,0.0,0.0836,False,freq_unsafe=0.013<0.02; score=0.0413<0.05
4469,16,CWE-125,188,0.0412,0.0132,0.0833,0.0132,0.0132,0.0,0.0833,False,freq_unsafe=0.013<0.02; score=0.0412<0.05
1111,16,CWE-125,189,0.0412,0.0263,0.0635,0.0263,0.0,0.0263,0.0,False,freq_unsafe=0.000<0.02; score=0.0412<0.05
16105,16,CWE-125,190,0.0412,0.0132,0.0832,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02; score=0.0412<0.05
21892,16,CWE-125,191,0.0408,0.0263,0.0626,0.0263,0.0789,0.0526,0.2959,False,score=0.0408<0.05
9643,16,CWE-125,192,0.0407,0.0263,0.0623,0.0263,0.0263,0.0,0.0623,False,score=0.0407<0.05
31541,16,CWE-125,193,0.0404,0.0132,0.0812,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02; score=0.0404<0.05
22104,16,CWE-125,194,0.0403,0.0263,0.0612,0.0263,0.0,0.0263,0.0,False,freq_unsafe=0.000<0.02; score=0.0403<0.05
26138,16,CWE-125,195,0.04,0.0132,0.0803,0.0132,0.0395,0.0263,0.1471,False,score=0.0400<0.05
8679,16,CWE-125,196,0.0397,0.0132,0.0796,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02; score=0.0397<0.05
23845,16,CWE-125,197,0.0397,0.0132,0.0796,0.0132,0.0132,0.0,0.0796,False,freq_unsafe=0.013<0.02; score=0.0397<0.05
23422,16,CWE-125,198,0.0397,0.0263,0.0597,0.0263,0.0,0.0263,0.0,False,freq_unsafe=0.000<0.02; score=0.0397<0.05
32552,16,CWE-125,199,0.0395,0.0132,0.0791,0.0132,0.0,0.0132,0.0,False,freq_unsafe=0.000<0.02; score=0.0395<0.05
8076,16,CWE-125,200,0.0394,0.0263,0.0591,0.0263,0.0263,0.0,0.0591,False,score=0.0394<0.05
6986,16,CWE-787,1,0.1759,0.0923,0.3168,0.0615,0.9846,0.9692,10.311,False,"both_high(fu=0.98,fs=0.97)"
6093,16,CWE-787,2,0.1151,0.0462,0.2184,0.0462,0.2615,0.2308,1.0938,True,
14376,16,CWE-787,3,0.115,0.0615,0.1952,0.0615,0.3077,0.2462,1.0134,True,
9768,16,CWE-787,4,0.1042,0.0462,0.1913,0.0462,0.0308,0.0769,0.105,True,
22720,16,CWE-787,5,0.1001,0.0462,0.1734,0.0615,0.2615,0.2923,0.8697,True,
5034,16,CWE-787,6,0.0984,0.0615,0.1537,0.0615,0.0923,0.1538,0.2865,True,
9820,16,CWE-787,7,0.095,0.0462,0.1683,0.0462,0.1385,0.1846,0.7654,True,
27215,16,CWE-787,8,0.0899,0.0308,0.1787,0.0308,0.0308,0.0,0.1787,True,
11907,16,CWE-787,9,0.0889,0.0308,0.176,0.0308,0.0154,0.0462,0.0484,False,freq_unsafe=0.015<0.02
1218,16,CWE-787,10,0.0849,0.0308,0.1661,0.0308,0.1385,0.1692,1.3654,True,
16587,16,CWE-787,11,0.0846,0.0154,0.1884,0.0154,0.0154,0.0,0.1884,False,freq_unsafe=0.015<0.02
22288,16,CWE-787,12,0.0844,0.0462,0.1418,0.0462,0.2,0.1538,0.7171,True,
22206,16,CWE-787,13,0.0798,0.0154,0.1763,0.0154,0.0154,0.0308,0.0678,False,freq_unsafe=0.015<0.02
1320,16,CWE-787,14,0.0778,0.0308,0.1483,0.0308,0.0308,0.0,0.1483,True,
10758,16,CWE-787,15,0.0777,0.0615,0.1096,0.0462,0.8154,0.8,3.6055,True,
11595,16,CWE-787,16,0.0765,0.0615,0.1067,0.0462,0.2154,0.2154,1.3528,True,
29960,16,CWE-787,17,0.075,0.0154,0.1645,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02
17625,16,CWE-787,18,0.0738,0.0462,0.1152,0.0462,0.0462,0.0,0.1152,True,
12060,16,CWE-787,19,0.0737,0.0154,0.1612,0.0154,0.0154,0.0,0.1612,False,freq_unsafe=0.015<0.02
19743,16,CWE-787,20,0.0715,0.0462,0.1018,0.0615,0.1846,0.2,0.5818,True,
24815,16,CWE-787,21,0.0711,0.0308,0.1316,0.0308,0.0,0.0308,0.0,False,freq_unsafe=0.000<0.02
11756,16,CWE-787,22,0.0699,0.0154,0.1516,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02
14034,16,CWE-787,23,0.0694,0.0308,0.1273,0.0308,0.0,0.0308,0.0,False,freq_unsafe=0.000<0.02
22493,16,CWE-787,24,0.0691,0.0308,0.1266,0.0308,0.0154,0.0462,0.0357,False,freq_unsafe=0.015<0.02
1334,16,CWE-787,25,0.0689,0.0615,0.0877,0.0462,0.2923,0.3231,1.3131,True,
25717,16,CWE-787,26,0.0688,0.0769,0.0721,0.0462,0.1846,0.1692,0.5855,True,
23335,16,CWE-787,27,0.0685,0.0308,0.1251,0.0308,0.0308,0.0,0.1251,True,
14666,16,CWE-787,28,0.0676,0.0308,0.1228,0.0308,0.0,0.0308,0.0,False,freq_unsafe=0.000<0.02
9416,16,CWE-787,29,0.0672,0.0462,0.0988,0.0462,0.1077,0.0615,0.2858,True,
19933,16,CWE-787,30,0.0671,0.0308,0.1215,0.0308,0.0,0.0308,0.0,False,freq_unsafe=0.000<0.02
15432,16,CWE-787,31,0.0653,0.0308,0.1172,0.0308,0.0154,0.0462,0.0541,False,freq_unsafe=0.015<0.02
9342,16,CWE-787,32,0.065,0.0462,0.101,0.0308,0.4615,0.4769,1.8918,True,
16892,16,CWE-787,33,0.065,0.0308,0.1162,0.0308,0.0769,0.0462,0.3791,True,
18805,16,CWE-787,34,0.0639,0.0308,0.1137,0.0308,0.0462,0.0154,0.2129,True,
5951,16,CWE-787,35,0.0639,0.0308,0.1136,0.0308,0.0769,0.0462,0.2664,True,
21415,16,CWE-787,36,0.0638,0.0154,0.1364,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02
24157,16,CWE-787,37,0.0633,0.0154,0.1351,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02
2917,16,CWE-787,38,0.0621,0.0769,0.0628,0.0308,0.2769,0.2769,1.3032,True,
7839,16,CWE-787,39,0.0618,0.0308,0.1084,0.0308,0.0154,0.0462,0.0371,False,freq_unsafe=0.015<0.02
22137,16,CWE-787,40,0.0618,0.0154,0.1314,0.0154,0.0154,0.0,0.1314,False,freq_unsafe=0.015<0.02
32691,16,CWE-787,41,0.0568,0.0154,0.1189,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02
4163,16,CWE-787,42,0.0566,0.0308,0.0954,0.0308,0.0154,0.0462,0.0331,False,freq_unsafe=0.015<0.02
329,16,CWE-787,43,0.0563,0.0308,0.0945,0.0308,0.0462,0.0154,0.1415,True,
16828,16,CWE-787,44,0.0561,0.0154,0.1173,0.0154,0.0154,0.0,0.1173,False,freq_unsafe=0.015<0.02
22892,16,CWE-787,45,0.0559,0.0615,0.0627,0.0308,0.4,0.4154,1.7173,True,
25550,16,CWE-787,46,0.0558,0.0154,0.1164,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02
14671,16,CWE-787,47,0.0555,0.0154,0.1156,0.0154,0.0154,0.0,0.1156,False,freq_unsafe=0.015<0.02
32586,16,CWE-787,48,0.0553,0.0154,0.1152,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02
19806,16,CWE-787,49,0.0551,0.0154,0.1148,0.0154,0.0154,0.0,0.1148,False,freq_unsafe=0.015<0.02
28022,16,CWE-787,50,0.0551,0.0462,0.0762,0.0308,0.1385,0.1538,0.3796,True,
22135,16,CWE-787,51,0.0548,0.0154,0.1138,0.0154,0.0154,0.0,0.1138,False,freq_unsafe=0.015<0.02
17395,16,CWE-787,52,0.0538,0.0308,0.0884,0.0308,0.0615,0.0923,0.1876,True,
3678,16,CWE-787,53,0.0534,0.0308,0.0873,0.0308,0.0,0.0308,0.0,False,freq_unsafe=0.000<0.02
8137,16,CWE-787,54,0.0534,0.0308,0.0949,0.0154,0.0462,0.0615,0.1647,True,
10281,16,CWE-787,55,0.0533,0.0308,0.0872,0.0308,0.0923,0.1231,0.3506,True,
2580,16,CWE-787,56,0.0531,0.0154,0.1097,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02
13716,16,CWE-787,57,0.0522,0.0154,0.1074,0.0154,0.0308,0.0154,0.1672,True,
12955,16,CWE-787,58,0.0515,0.0308,0.0749,0.0462,0.0923,0.1077,0.2904,True,
26732,16,CWE-787,59,0.0512,0.0154,0.1049,0.0154,0.0154,0.0,0.1049,False,freq_unsafe=0.015<0.02
15897,16,CWE-787,60,0.0504,0.0154,0.103,0.0154,0.0154,0.0,0.103,False,freq_unsafe=0.015<0.02
228,16,CWE-787,61,0.0504,0.0308,0.0797,0.0308,0.0615,0.0308,0.1836,True,
3785,16,CWE-787,62,0.0503,0.0308,0.0797,0.0308,0.0462,0.0154,0.1363,True,
22389,16,CWE-787,63,0.0503,0.0308,0.0795,0.0308,0.0308,0.0,0.0795,True,
3944,16,CWE-787,64,0.0502,0.0308,0.0793,0.0308,0.0,0.0308,0.0,False,freq_unsafe=0.000<0.02
26709,16,CWE-787,65,0.0499,0.0308,0.0785,0.0308,0.0308,0.0,0.0785,False,score=0.0499<0.05
3030,16,CWE-787,66,0.0497,0.0154,0.1012,0.0154,0.0154,0.0,0.1012,False,freq_unsafe=0.015<0.02; score=0.0497<0.05
2412,16,CWE-787,67,0.0496,0.0154,0.101,0.0154,0.0154,0.0308,0.0639,False,freq_unsafe=0.015<0.02; score=0.0496<0.05
31203,16,CWE-787,68,0.0495,0.0154,0.1008,0.0154,0.0154,0.0,0.1008,False,freq_unsafe=0.015<0.02; score=0.0495<0.05
14521,16,CWE-787,69,0.0495,0.0308,0.0775,0.0308,0.0,0.0308,0.0,False,freq_unsafe=0.000<0.02; score=0.0495<0.05
18369,16,CWE-787,70,0.0491,0.0308,0.0767,0.0308,0.0462,0.0154,0.17,False,score=0.0491<0.05
22678,16,CWE-787,71,0.0491,0.0308,0.0766,0.0308,0.0,0.0308,0.0,False,freq_unsafe=0.000<0.02; score=0.0491<0.05
10199,16,CWE-787,72,0.049,0.0154,0.0994,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0490<0.05
27091,16,CWE-787,73,0.0487,0.0154,0.0988,0.0154,0.0308,0.0154,0.1412,False,score=0.0487<0.05
14739,16,CWE-787,74,0.048,0.0308,0.0739,0.0308,0.0923,0.1231,0.2704,False,score=0.0480<0.05
5294,16,CWE-787,75,0.0479,0.0154,0.0968,0.0154,0.0154,0.0,0.0968,False,freq_unsafe=0.015<0.02; score=0.0479<0.05
13103,16,CWE-787,76,0.0478,0.0154,0.0963,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0478<0.05
21024,16,CWE-787,77,0.047,0.0308,0.0712,0.0308,0.0,0.0308,0.0,False,freq_unsafe=0.000<0.02; score=0.0470<0.05
21602,16,CWE-787,78,0.0467,0.0308,0.0706,0.0308,0.0,0.0308,0.0,False,freq_unsafe=0.000<0.02; score=0.0467<0.05
14124,16,CWE-787,79,0.0465,0.0154,0.0932,0.0154,0.0308,0.0154,0.1399,False,score=0.0465<0.05
18239,16,CWE-787,80,0.0462,0.0154,0.0925,0.0154,0.0154,0.0,0.0925,False,freq_unsafe=0.015<0.02; score=0.0462<0.05
17987,16,CWE-787,81,0.0461,0.0154,0.0922,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0461<0.05
11926,16,CWE-787,82,0.0461,0.0308,0.0691,0.0308,0.1538,0.1231,0.3761,False,score=0.0461<0.05
497,16,CWE-787,83,0.0458,0.0154,0.0915,0.0154,0.0154,0.0,0.0915,False,freq_unsafe=0.015<0.02; score=0.0458<0.05
29862,16,CWE-787,84,0.0457,0.0308,0.0682,0.0308,0.2,0.1846,0.7557,False,score=0.0457<0.05
8180,16,CWE-787,85,0.0444,0.0308,0.0648,0.0308,0.0308,0.0,0.0648,False,score=0.0444<0.05
13416,16,CWE-787,86,0.0443,0.0154,0.0878,0.0154,0.0154,0.0,0.0878,False,freq_unsafe=0.015<0.02; score=0.0443<0.05
28644,16,CWE-787,87,0.0441,0.0308,0.064,0.0308,0.1538,0.1692,0.4362,False,score=0.0441<0.05
11916,16,CWE-787,88,0.044,0.0154,0.087,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0440<0.05
448,16,CWE-787,89,0.0436,0.0154,0.086,0.0154,0.0154,0.0,0.086,False,freq_unsafe=0.015<0.02; score=0.0436<0.05
9487,16,CWE-787,90,0.0435,0.0154,0.0857,0.0154,0.0462,0.0615,0.2186,False,score=0.0435<0.05
15068,16,CWE-787,91,0.0432,0.0154,0.0848,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0432<0.05
24632,16,CWE-787,92,0.0432,0.0154,0.0848,0.0154,0.0462,0.0308,0.2654,False,score=0.0432<0.05
9653,16,CWE-787,93,0.0428,0.0154,0.0839,0.0154,0.0154,0.0308,0.036,False,freq_unsafe=0.015<0.02; score=0.0428<0.05
31225,16,CWE-787,94,0.0423,0.0154,0.0826,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0423<0.05
4950,16,CWE-787,95,0.0419,0.0154,0.0818,0.0154,0.0308,0.0462,0.1554,False,score=0.0419<0.05
12333,16,CWE-787,96,0.0419,0.0154,0.0818,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0419<0.05
11326,16,CWE-787,97,0.0418,0.0154,0.0814,0.0154,0.0154,0.0308,0.0556,False,freq_unsafe=0.015<0.02; score=0.0418<0.05
9465,16,CWE-787,98,0.0417,0.0615,0.035,0.0154,0.1846,0.2,0.6339,False,score=0.0417<0.05
29799,16,CWE-787,99,0.0415,0.0308,0.0575,0.0308,0.1692,0.1846,0.4897,False,score=0.0415<0.05
10226,16,CWE-787,100,0.0413,0.0154,0.0802,0.0154,0.0154,0.0308,0.0494,False,freq_unsafe=0.015<0.02; score=0.0413<0.05
23757,16,CWE-787,101,0.0412,0.0154,0.0799,0.0154,0.0,0.0154,0.0,False,freq_unsafe=0.000<0.02; score=0.0412<0.05
