feature_id,layer,cwe_id,score,hist_dist,delta_mu,ks_stat,freq_unsafe,freq_safe,kept,source
23479,23,CWE-89,0.1967,0.1429,0.2774,0.1429,0.1429,0.0255,True,cyber_dev
19169,23,CWE-89,0.1953,0.1429,0.2883,0.1143,0.1429,0.0045,True,cyber_dev
10548,23,CWE-89,0.1932,0.1429,0.2687,0.1429,0.1429,0.003,True,cyber_dev
13276,23,CWE-89,0.1931,0.3429,0.0828,0.1143,0.2857,0.3201,True,cyber_dev
15338,23,CWE-89,0.193,0.1429,0.2683,0.1429,0.0,0.1777,False,cyber_dev
1082,23,CWE-89,0.1921,0.2571,0.1804,0.0857,0.2857,0.1544,True,cyber_dev
147,23,CWE-89,0.1812,0.2857,0.0958,0.1429,0.1429,0.2084,True,cyber_dev
26719,23,CWE-89,0.1807,0.1429,0.2375,0.1429,0.1429,0.0097,True,cyber_dev
3745,23,CWE-89,0.1801,0.1429,0.2503,0.1143,0.1429,0.0667,True,cyber_dev
23362,23,CWE-89,0.1726,0.1143,0.2601,0.1143,0.0,0.0735,False,cyber_dev
25458,23,CWE-89,0.1713,0.1429,0.2282,0.1143,0.1429,0.0427,True,cyber_dev
16588,23,CWE-89,0.1672,0.1429,0.2181,0.1143,0.1429,0.0517,True,cyber_dev
11192,23,CWE-89,0.1652,0.1429,0.2131,0.1143,0.1429,0.024,True,cyber_dev
29780,23,CWE-89,0.1648,0.0571,0.3264,0.0571,0.0,0.0292,False,cyber_dev
31186,23,CWE-89,0.161,0.1143,0.231,0.1143,0.0,0.0877,False,cyber_dev
22860,23,CWE-89,0.1606,0.1429,0.2014,0.1143,0.1429,0.012,True,cyber_dev
6915,23,CWE-89,0.1595,0.1429,0.1987,0.1143,0.1429,0.0157,True,cyber_dev
25006,23,CWE-89,0.1576,0.1429,0.1798,0.1429,0.1429,0.087,True,cyber_dev
16949,23,CWE-89,0.1573,0.0571,0.3075,0.0571,0.0,0.0105,False,cyber_dev
19869,23,CWE-89,0.157,0.1143,0.2211,0.1143,0.1429,0.1019,True,cyber_dev
22730,23,CWE-89,0.1559,0.0857,0.2611,0.0857,0.0,0.06,False,cyber_dev
27773,23,CWE-89,0.1526,0.1143,0.2102,0.1143,0.1429,0.2324,True,cyber_dev
30026,23,CWE-89,0.152,0.0857,0.2515,0.0857,0.0,0.0697,False,cyber_dev
24712,23,CWE-89,0.1515,0.2286,0.0787,0.1429,0.1429,0.2084,True,cyber_dev
20243,23,CWE-89,0.1512,0.0857,0.2495,0.0857,0.0,0.0232,False,cyber_dev
28220,23,CWE-89,0.1507,0.1429,0.1767,0.1143,0.1429,0.021,True,cyber_dev
11483,23,CWE-89,0.1507,0.0571,0.291,0.0571,0.0,0.0195,False,cyber_dev
13791,23,CWE-89,0.1494,0.1429,0.1736,0.1143,0.1429,0.0375,False,cyber_dev
23707,23,CWE-89,0.149,0.1429,0.1725,0.1143,0.1429,0.0247,False,cyber_dev
6969,23,CWE-89,0.1469,0.0571,0.2815,0.0571,0.0,0.0067,False,cyber_dev
4950,23,CWE-89,0.1466,0.0571,0.2808,0.0571,0.0,0.0712,False,cyber_dev
3784,23,CWE-89,0.1452,0.1143,0.1916,0.1143,0.1429,0.0442,False,cyber_dev
10196,23,CWE-89,0.1431,0.1429,0.1578,0.1143,0.1429,0.0217,False,cyber_dev
19087,23,CWE-89,0.1429,0.2286,0.0716,0.1143,0.2857,0.3126,False,cyber_dev
22052,23,CWE-89,0.1403,0.1714,0.1364,0.0857,0.1429,0.2151,False,cyber_dev
24399,23,CWE-89,0.1399,0.1143,0.1784,0.1143,0.1429,0.027,False,cyber_dev
684,23,CWE-89,0.1375,0.1429,0.1437,0.1143,0.1429,0.015,False,cyber_dev
12030,23,CWE-89,0.1369,0.0857,0.2136,0.0857,0.0,0.0345,False,cyber_dev
30753,23,CWE-89,0.1358,0.0571,0.2539,0.0571,0.0,0.0187,False,cyber_dev
13399,23,CWE-89,0.1345,0.0857,0.2076,0.0857,0.0,0.0885,False,cyber_dev
18087,23,CWE-89,0.1334,0.0857,0.2049,0.0857,0.0,0.0187,False,cyber_dev
27023,23,CWE-89,0.1314,0.0857,0.2,0.0857,0.0,0.039,False,cyber_dev
20866,23,CWE-89,0.1313,0.0857,0.1997,0.0857,0.0,0.03,False,cyber_dev
10311,23,CWE-89,0.1312,0.0571,0.2422,0.0571,0.0,0.0165,False,cyber_dev
15397,23,CWE-89,0.1266,0.1429,0.1164,0.1143,0.1429,0.0757,False,cyber_dev
17485,23,CWE-89,0.1263,0.0857,0.1873,0.0857,0.0,0.006,False,cyber_dev
13849,23,CWE-89,0.1247,0.0571,0.226,0.0571,0.0,0.0255,False,cyber_dev
4132,23,CWE-89,0.1229,0.0571,0.2215,0.0571,0.0,0.0045,False,cyber_dev
349,23,CWE-89,0.1219,0.1429,0.119,0.0857,0.1429,0.0157,False,cyber_dev
1483,23,CWE-89,0.1216,0.0571,0.2182,0.0571,0.0,0.024,False,cyber_dev
13783,23,CWE-89,0.1214,0.0571,0.2179,0.0571,0.0,0.012,False,cyber_dev
21957,23,CWE-89,0.1213,0.0286,0.2605,0.0286,0.0,0.003,False,cyber_dev
20296,23,CWE-89,0.1211,0.1429,0.1171,0.0857,0.1429,0.1762,False,cyber_dev
11011,23,CWE-89,0.1206,0.0286,0.2586,0.0286,0.0,0.0067,False,cyber_dev
9536,23,CWE-89,0.1203,0.0857,0.1721,0.0857,0.0,0.0532,False,cyber_dev
13462,23,CWE-89,0.1196,0.0571,0.2134,0.0571,0.0,0.0217,False,cyber_dev
32230,23,CWE-89,0.1182,0.0286,0.2526,0.0286,0.0,0.0007,False,cyber_dev
31031,23,CWE-89,0.118,0.0571,0.2094,0.0571,0.0,0.0097,False,cyber_dev
26179,23,CWE-89,0.1158,0.0571,0.2039,0.0571,0.0,0.006,False,cyber_dev
27659,23,CWE-89,0.1151,0.0286,0.245,0.0286,0.0,0.0007,False,cyber_dev
8814,23,CWE-89,0.1122,0.0571,0.1948,0.0571,0.0,0.0067,False,cyber_dev
3822,23,CWE-89,0.1117,0.0571,0.1935,0.0571,0.0,0.0135,False,cyber_dev
16660,23,CWE-89,0.1115,0.0571,0.1932,0.0571,0.0,0.0172,False,cyber_dev
6548,23,CWE-89,0.1111,0.1714,0.0634,0.0857,0.1429,0.1424,False,cyber_dev
31067,23,CWE-89,0.1108,0.0571,0.1912,0.0571,0.0,0.0052,False,cyber_dev
2119,23,CWE-89,0.1107,0.0286,0.2338,0.0286,0.0,0.0075,False,cyber_dev
14909,23,CWE-338,1.211,0.44,2.4676,0.24,0.4,0.601,True,cyber_dev
30357,23,CWE-338,1.0611,0.2,2.3527,0.2,0.2,0.0419,True,cyber_dev
4837,23,CWE-338,1.0101,0.64,1.7252,0.32,1.0,0.9858,False,cyber_dev
19087,23,CWE-338,0.995,0.48,1.7675,0.48,0.0,0.3136,False,cyber_dev
5028,23,CWE-338,0.8042,0.36,1.4506,0.4,0.2,0.4341,True,cyber_dev
147,23,CWE-338,0.7705,0.4,1.3262,0.4,0.0,0.2088,False,cyber_dev
1652,23,CWE-338,0.7067,0.36,1.2266,0.36,0.0,0.3353,False,cyber_dev
15671,23,CWE-338,0.6999,0.2,1.4496,0.2,0.2,0.0142,True,cyber_dev
25525,23,CWE-338,0.6883,0.2,1.4207,0.2,0.2,0.0157,True,cyber_dev
30231,23,CWE-338,0.6551,0.24,1.2778,0.24,0.4,0.1901,True,cyber_dev
7533,23,CWE-338,0.6529,0.36,1.0722,0.4,0.6,0.3705,True,cyber_dev
5606,23,CWE-338,0.6366,0.44,0.9315,0.44,0.6,0.1804,True,cyber_dev
19291,23,CWE-338,0.6211,0.4,0.9527,0.4,0.4,0.0816,True,cyber_dev
780,23,CWE-338,0.6128,0.4,0.932,0.4,0.4,0.0778,True,cyber_dev
24712,23,CWE-338,0.584,0.32,0.9801,0.32,0.0,0.2088,False,cyber_dev
25256,23,CWE-338,0.5692,0.28,1.0031,0.28,0.0,0.2972,False,cyber_dev
4950,23,CWE-338,0.5636,0.4,0.8691,0.28,0.4,0.0696,True,cyber_dev
18690,23,CWE-338,0.5514,0.2,1.0786,0.2,0.2,0.0045,True,cyber_dev
7779,23,CWE-338,0.5463,0.2,1.0658,0.2,0.2,0.0202,True,cyber_dev
20296,23,CWE-338,0.5286,0.4,0.7415,0.36,0.4,0.1751,True,cyber_dev
11168,23,CWE-338,0.5252,0.24,0.9529,0.24,0.0,0.3009,False,cyber_dev
15397,23,CWE-338,0.52,0.4,0.7401,0.32,0.4,0.0749,True,cyber_dev
26426,23,CWE-338,0.5146,0.24,0.9264,0.24,0.4,0.1856,True,cyber_dev
9222,23,CWE-338,0.5013,0.2,0.9532,0.2,0.2,0.0778,True,cyber_dev
18076,23,CWE-338,0.5003,0.28,0.8307,0.28,0.2,0.3241,True,cyber_dev
10506,23,CWE-338,0.4791,0.32,0.7576,0.24,0.4,0.2987,True,cyber_dev
25814,23,CWE-338,0.4732,0.2,0.883,0.2,0.2,0.0232,True,cyber_dev
17339,23,CWE-338,0.4686,0.52,0.5314,0.24,0.6,0.4888,True,cyber_dev
469,23,CWE-338,0.4559,0.4,0.5797,0.32,0.4,0.0786,True,cyber_dev
3196,23,CWE-338,0.4337,0.24,0.7242,0.24,0.4,0.1856,True,cyber_dev
29484,23,CWE-338,0.4313,0.32,0.6383,0.24,0.4,0.384,True,cyber_dev
23867,23,CWE-338,0.4261,0.2,0.7653,0.2,0.2,0.003,True,cyber_dev
3034,23,CWE-338,0.4099,0.2,0.7247,0.2,0.2,0.0015,True,cyber_dev
13628,23,CWE-338,0.4071,0.24,0.6577,0.24,0.0,0.0973,False,cyber_dev
23375,23,CWE-338,0.3922,0.2,0.6804,0.2,0.2,0.015,True,cyber_dev
8666,23,CWE-338,0.3795,0.24,0.5886,0.24,0.4,0.1766,True,cyber_dev
2549,23,CWE-338,0.3792,0.2,0.648,0.2,0.2,0.0015,True,cyber_dev
7986,23,CWE-338,0.3735,0.2,0.6338,0.2,0.0,0.2365,False,cyber_dev
30830,23,CWE-338,0.3719,0.2,0.6299,0.2,0.2,0.0135,True,cyber_dev
14315,23,CWE-338,0.3577,0.24,0.5343,0.24,0.4,0.1939,True,cyber_dev
15116,23,CWE-338,0.3575,0.24,0.5338,0.24,0.4,0.1789,True,cyber_dev
32645,23,CWE-338,0.3522,0.2,0.5804,0.2,0.2,0.0007,True,cyber_dev
19149,23,CWE-338,0.3484,0.24,0.511,0.24,0.4,0.1766,True,cyber_dev
20395,23,CWE-338,0.344,0.2,0.5601,0.2,0.2,0.0404,True,cyber_dev
27773,23,CWE-338,0.3421,0.2,0.5551,0.2,0.0,0.2328,False,cyber_dev
15336,23,CWE-338,0.3396,0.24,0.489,0.24,0.4,0.1841,True,cyber_dev
30064,23,CWE-338,0.3375,0.2,0.5439,0.2,0.2,0.018,True,cyber_dev
14617,23,CWE-338,0.3293,0.2,0.5233,0.2,0.2,0.0,True,cyber_dev
22050,23,CWE-338,0.3258,0.2,0.5146,0.2,0.2,0.003,True,cyber_dev
15338,23,CWE-338,0.3243,0.24,0.4507,0.24,0.4,0.1759,True,cyber_dev
17327,23,CWE-338,0.324,0.2,0.5301,0.16,0.2,0.0307,True,cyber_dev
19035,23,CWE-338,0.3192,0.2,0.498,0.2,0.2,0.0007,True,cyber_dev
6548,23,CWE-338,0.3174,0.16,0.5534,0.16,0.0,0.143,False,cyber_dev
22052,23,CWE-338,0.3161,0.16,0.5501,0.16,0.0,0.2156,False,cyber_dev
13399,23,CWE-338,0.3155,0.2,0.4889,0.2,0.2,0.0876,True,cyber_dev
26029,23,CWE-338,0.3133,0.2,0.4833,0.2,0.2,0.006,True,cyber_dev
8271,23,CWE-338,0.3072,0.2,0.4679,0.2,0.2,0.0105,True,cyber_dev
30953,23,CWE-338,0.302,0.2,0.4549,0.2,0.2,0.0045,True,cyber_dev
9477,23,CWE-338,0.3002,0.2,0.4504,0.2,0.2,0.009,True,cyber_dev
7846,23,CWE-338,0.2964,0.12,0.5611,0.12,0.0,0.0127,False,cyber_dev
14256,23,CWE-338,0.2951,0.2,0.4377,0.2,0.2,0.0254,True,cyber_dev
15135,23,CWE-338,0.2926,0.2,0.4315,0.2,0.4,0.1849,True,cyber_dev
16503,23,CWE-338,0.2914,0.2,0.4284,0.2,0.2,0.0501,True,cyber_dev
16588,23,CWE-338,0.2885,0.2,0.4412,0.16,0.2,0.0516,True,cyber_dev
30760,23,CWE-338,0.2877,0.12,0.5393,0.12,0.0,0.0202,False,cyber_dev
1450,23,CWE-338,0.2809,0.16,0.4622,0.16,0.0,0.0741,False,cyber_dev
23828,23,CWE-338,0.2802,0.2,0.4005,0.2,0.2,0.0,True,cyber_dev
6657,23,CWE-338,0.2718,0.2,0.3796,0.2,0.2,0.0142,True,cyber_dev
21207,23,CWE-338,0.2698,0.2,0.3745,0.2,0.2,0.0075,True,cyber_dev
12228,23,CWE-338,0.2687,0.2,0.3718,0.2,0.2,0.1198,True,cyber_dev
6229,23,CWE-338,0.2634,0.08,0.5385,0.08,0.0,0.0142,False,cyber_dev
7653,23,CWE-338,0.2625,0.08,0.5362,0.08,0.0,0.003,False,cyber_dev
15398,23,CWE-338,0.2543,0.12,0.4557,0.12,0.0,0.0232,False,cyber_dev
10719,23,CWE-338,0.2537,0.08,0.5144,0.08,0.0,0.0554,False,cyber_dev
13921,23,CWE-338,0.2511,0.04,0.5677,0.04,0.0,0.0292,False,cyber_dev
29471,23,CWE-338,0.251,0.12,0.4475,0.12,0.0,0.1362,False,cyber_dev
1082,23,CWE-338,0.2482,0.12,0.4405,0.12,0.0,0.1557,False,cyber_dev
10746,23,CWE-338,0.2426,0.24,0.2866,0.16,0.4,0.2118,True,cyber_dev
13723,23,CWE-338,0.2284,0.2,0.2909,0.16,0.2,0.0195,True,cyber_dev
23281,23,CWE-338,0.2282,0.12,0.3906,0.12,0.0,0.015,False,cyber_dev
1386,23,CWE-338,0.2256,0.12,0.384,0.12,0.0,0.024,False,cyber_dev
20131,23,CWE-338,0.225,0.2,0.2825,0.16,0.2,0.0704,True,cyber_dev
18882,23,CWE-338,0.223,0.08,0.4375,0.08,0.0,0.0262,False,cyber_dev
15124,23,CWE-338,0.2179,0.08,0.4248,0.08,0.0,0.0105,False,cyber_dev
2524,23,CWE-338,0.216,0.04,0.48,0.04,0.0,0.0015,False,cyber_dev
9311,23,CWE-338,0.2123,0.12,0.3508,0.12,0.0,0.0576,False,cyber_dev
1490,23,CWE-338,0.2094,0.04,0.4634,0.04,0.0,0.0082,False,cyber_dev
26125,23,CWE-338,0.2059,0.12,0.3347,0.12,0.0,0.0299,False,cyber_dev
13276,23,CWE-338,0.203,0.2,0.2076,0.2,0.2,0.3204,True,cyber_dev
28316,23,CWE-338,0.201,0.04,0.4425,0.04,0.0,0.0135,False,cyber_dev
18843,23,CWE-338,0.2007,0.2,0.2217,0.16,0.2,0.0404,True,cyber_dev
27356,23,CWE-338,0.1983,0.2,0.2156,0.16,0.2,0.024,True,cyber_dev
19869,23,CWE-338,0.1978,0.2,0.1945,0.2,0.2,0.1018,True,cyber_dev
25119,23,CWE-338,0.1952,0.08,0.368,0.08,0.0,0.0075,False,cyber_dev
8515,23,CWE-338,0.1879,0.12,0.2898,0.12,0.0,0.0247,False,cyber_dev
22198,23,CWE-338,0.1838,0.2,0.1796,0.16,0.2,0.0599,True,cyber_dev
25006,23,CWE-338,0.1821,0.12,0.2752,0.12,0.0,0.0876,False,cyber_dev
25940,23,CWE-338,0.1812,0.08,0.333,0.08,0.0,0.0127,False,cyber_dev
17464,23,CWE-338,0.18,0.24,0.1099,0.2,0.4,0.2403,True,cyber_dev
7546,23,CWE-338,0.1784,0.08,0.326,0.08,0.0,0.1534,False,cyber_dev
21756,23,CWE-338,0.1743,0.08,0.3158,0.08,0.0,0.0187,False,cyber_dev
27813,23,CWE-338,0.1739,0.12,0.2547,0.12,0.0,0.0629,False,cyber_dev
4055,23,CWE-338,0.1694,0.12,0.2435,0.12,0.0,0.0464,False,cyber_dev
25781,23,CWE-338,0.1684,0.08,0.3011,0.08,0.0,0.0269,False,cyber_dev
14449,23,CWE-338,0.1653,0.28,0.0132,0.24,0.4,0.2537,True,cyber_dev
25528,23,CWE-338,0.1625,0.08,0.2863,0.08,0.0,0.0479,False,cyber_dev
24646,23,CWE-338,0.1595,0.04,0.3388,0.04,0.0,0.0015,False,cyber_dev
6173,23,CWE-338,0.1593,0.08,0.2782,0.08,0.0,0.0052,False,cyber_dev
11855,23,CWE-338,0.1573,0.04,0.3334,0.04,0.0,0.0052,False,cyber_dev
10159,23,CWE-338,0.1571,0.04,0.3328,0.04,0.0,0.0007,False,cyber_dev
13486,23,CWE-338,0.1563,0.16,0.1307,0.2,0.2,0.0546,True,cyber_dev
15038,23,CWE-338,0.1543,0.04,0.3257,0.04,0.0,0.0007,False,cyber_dev
4402,23,CWE-338,0.1538,0.08,0.2646,0.08,0.0,0.018,False,cyber_dev
19921,23,CWE-338,0.1537,0.04,0.3243,0.04,0.0,0.0007,False,cyber_dev
14476,23,CWE-338,0.1522,0.04,0.3204,0.04,0.0,0.0067,False,cyber_dev
17639,23,CWE-338,0.1518,0.08,0.2595,0.08,0.0,0.0973,False,cyber_dev
3357,23,CWE-338,0.15,0.08,0.2549,0.08,0.0,0.0225,False,cyber_dev
17671,23,CWE-338,0.1438,0.08,0.2395,0.08,0.0,0.0442,False,cyber_dev
30956,23,CWE-338,0.1436,0.04,0.299,0.04,0.0,0.0022,False,cyber_dev
1511,23,CWE-338,0.1432,0.04,0.2979,0.04,0.0,0.0172,False,cyber_dev
25161,23,CWE-338,0.1404,0.08,0.2309,0.08,0.0,0.0322,False,cyber_dev
15619,23,CWE-338,0.1394,0.04,0.2885,0.04,0.0,0.0037,False,cyber_dev
12977,23,CWE-338,0.1387,0.08,0.2268,0.08,0.0,0.0082,False,cyber_dev
28058,23,CWE-338,0.1381,0.08,0.2252,0.08,0.0,0.0097,False,cyber_dev
4897,23,CWE-338,0.1376,0.04,0.284,0.04,0.0,0.0217,False,cyber_dev
13614,23,CWE-338,0.1372,0.08,0.223,0.08,0.0,0.0561,False,cyber_dev
27183,23,CWE-338,0.1362,0.08,0.2205,0.08,0.0,0.0015,False,cyber_dev
20930,23,CWE-338,0.1343,0.08,0.2158,0.08,0.0,0.018,False,cyber_dev
6201,23,CWE-338,0.1343,0.2,0.0758,0.12,0.2,0.0217,False,cyber_dev
26517,23,CWE-338,0.1329,0.04,0.2722,0.04,0.0,0.0015,False,cyber_dev
21736,23,CWE-338,0.1307,0.04,0.2667,0.04,0.0,0.0015,False,cyber_dev
10311,23,CWE-338,0.1303,0.04,0.2657,0.04,0.0,0.0165,False,cyber_dev
19169,23,CWE-338,0.1301,0.04,0.2653,0.04,0.0,0.0052,False,cyber_dev
4657,23,CWE-338,0.1299,0.08,0.2048,0.08,0.0,0.1175,False,cyber_dev
18601,23,CWE-338,0.1297,0.08,0.2043,0.08,0.0,0.0427,False,cyber_dev
11570,23,CWE-338,0.1293,0.08,0.2032,0.08,0.0,0.0584,False,cyber_dev
28070,23,CWE-338,0.1257,0.08,0.1943,0.08,0.0,0.0097,False,cyber_dev
9468,23,CWE-338,0.1244,0.08,0.191,0.08,0.0,0.0067,False,cyber_dev
24241,23,CWE-338,0.1212,0.04,0.2431,0.04,0.0,0.003,False,cyber_dev
3745,23,CWE-338,0.1211,0.08,0.1827,0.08,0.0,0.0674,False,cyber_dev
5834,23,CWE-338,0.1202,0.08,0.1804,0.08,0.0,0.0449,False,cyber_dev
684,23,CWE-338,0.1195,0.08,0.1786,0.08,0.0,0.0157,False,cyber_dev
26322,23,CWE-338,0.1192,0.08,0.178,0.08,0.0,0.1272,False,cyber_dev
17402,23,CWE-338,0.1191,0.04,0.2378,0.04,0.0,0.0015,False,cyber_dev
14415,23,CWE-338,0.1184,0.08,0.1761,0.08,0.0,0.003,False,cyber_dev
29910,23,CWE-338,0.1176,0.04,0.2339,0.04,0.0,0.0127,False,cyber_dev
31186,23,CWE-338,0.1175,0.08,0.1738,0.08,0.0,0.0876,False,cyber_dev
3791,23,CWE-338,0.116,0.04,0.23,0.04,0.0,0.0015,False,cyber_dev
838,23,CWE-338,0.1157,0.04,0.2292,0.04,0.0,0.024,False,cyber_dev
19337,23,CWE-338,0.113,0.04,0.2226,0.04,0.0,0.0015,False,cyber_dev
2691,23,CWE-338,0.1126,0.08,0.1616,0.08,0.0,0.0344,False,cyber_dev
25245,23,CWE-338,0.1125,0.04,0.2213,0.04,0.0,0.003,False,cyber_dev
18454,23,CWE-338,0.1097,0.08,0.1543,0.08,0.0,0.0644,False,cyber_dev
10195,23,CWE-338,0.1096,0.04,0.2139,0.04,0.0,0.0165,False,cyber_dev
17139,23,CWE-338,0.1091,0.04,0.2128,0.04,0.0,0.0037,False,cyber_dev
25072,23,CWE-338,0.1087,0.04,0.2119,0.04,0.0,0.0015,False,cyber_dev
1138,23,CWE-338,0.1082,0.04,0.2106,0.04,0.0,0.0045,False,cyber_dev
3240,23,CWE-338,0.1062,0.04,0.2056,0.04,0.0,0.0187,False,cyber_dev
30226,23,CWE-338,0.1057,0.04,0.2042,0.04,0.0,0.003,False,cyber_dev
13849,23,CWE-338,0.1046,0.04,0.2014,0.04,0.0,0.0254,False,cyber_dev
12932,23,CWE-338,0.1043,0.04,0.2007,0.04,0.0,0.0037,False,cyber_dev
28883,23,CWE-338,0.1039,0.04,0.1996,0.04,0.0,0.0022,False,cyber_dev
29305,23,CWE-338,0.1033,0.04,0.1983,0.04,0.0,0.0022,False,cyber_dev
18110,23,CWE-338,0.1028,0.04,0.1969,0.04,0.0,0.0015,False,cyber_dev
21015,23,CWE-338,0.1022,0.04,0.1956,0.04,0.0,0.0075,False,cyber_dev
21609,23,CWE-338,0.1017,0.04,0.1942,0.04,0.0,0.0022,False,cyber_dev
9541,23,CWE-338,0.1014,0.04,0.1936,0.04,0.0,0.0045,False,cyber_dev
4446,23,CWE-338,0.1014,0.04,0.1934,0.04,0.0,0.0022,False,cyber_dev
30379,23,CWE-338,0.0999,0.04,0.1898,0.04,0.0,0.0052,False,cyber_dev
6062,23,CWE-338,0.099,0.04,0.1874,0.04,0.0,0.0172,False,cyber_dev
32711,23,CWE-338,0.098,0.04,0.1849,0.04,0.0,0.0022,False,cyber_dev
28220,23,CWE-338,0.0969,0.04,0.1822,0.04,0.0,0.0217,False,cyber_dev
23190,23,CWE-338,0.0968,0.04,0.1821,0.04,0.0,0.0187,False,cyber_dev
15018,23,CWE-338,0.0964,0.04,0.181,0.04,0.0,0.0097,False,cyber_dev
3629,23,CWE-338,0.0959,0.04,0.1798,0.04,0.0,0.0045,False,cyber_dev
1810,23,CWE-338,0.0955,0.04,0.1788,0.04,0.0,0.012,False,cyber_dev
11957,23,CWE-338,0.0943,0.04,0.1757,0.04,0.0,0.0112,False,cyber_dev
17756,23,CWE-338,0.0932,0.04,0.173,0.04,0.0,0.0165,False,cyber_dev
7475,23,CWE-338,0.093,0.04,0.1724,0.04,0.0,0.0007,False,cyber_dev
11376,23,CWE-338,0.0926,0.04,0.1714,0.04,0.0,0.0142,False,cyber_dev
9509,23,CWE-338,0.0923,0.04,0.1707,0.04,0.0,0.018,False,cyber_dev
15968,23,CWE-338,0.0921,0.04,0.1703,0.04,0.0,0.0075,False,cyber_dev
15524,23,CWE-338,0.0911,0.04,0.1678,0.04,0.0,0.0067,False,cyber_dev
21478,23,CWE-338,0.0903,0.04,0.1657,0.04,0.0,0.0007,False,cyber_dev
5581,23,CWE-338,0.09,0.04,0.165,0.04,0.0,0.0045,False,cyber_dev
2777,23,CWE-338,0.0896,0.04,0.1641,0.04,0.0,0.0052,False,cyber_dev
12657,23,CWE-338,0.0892,0.04,0.163,0.04,0.0,0.0427,False,cyber_dev
27007,23,CWE-338,0.0889,0.04,0.1624,0.04,0.0,0.0037,False,cyber_dev
23479,23,CWE-338,0.0881,0.04,0.1603,0.04,0.0,0.0262,False,cyber_dev
30026,23,CWE-338,0.0878,0.04,0.1594,0.04,0.0,0.0696,False,cyber_dev
14926,23,CWE-338,0.0874,0.04,0.1585,0.04,0.0,0.0247,False,cyber_dev
22943,23,CWE-338,0.0871,0.04,0.1577,0.04,0.0,0.0015,False,cyber_dev
23500,23,CWE-338,0.0867,0.04,0.1567,0.04,0.0,0.0037,False,cyber_dev
2361,23,CWE-338,0.0863,0.04,0.1556,0.04,0.0,0.0082,False,cyber_dev
14619,23,CWE-338,0.0862,0.04,0.1555,0.04,0.0,0.0052,False,cyber_dev
26979,23,CWE-338,0.0848,0.04,0.1521,0.04,0.0,0.0135,False,cyber_dev
23468,23,CWE-338,0.0846,0.04,0.1514,0.04,0.0,0.003,False,cyber_dev
1308,23,CWE-338,0.0838,0.04,0.1495,0.04,0.0,0.0097,False,cyber_dev
12439,23,CWE-338,0.0838,0.04,0.1495,0.04,0.0,0.003,False,cyber_dev
2694,23,CWE-338,0.0836,0.04,0.1491,0.04,0.0,0.0015,False,cyber_dev
4837,23,CWE-79,0.4829,0.1139,1.0552,0.0759,0.9114,0.9241,True,cve_pairs
21331,23,CWE-79,0.1104,0.0253,0.2379,0.0253,0.038,0.0127,True,cve_pairs
8117,23,CWE-79,0.1078,0.0127,0.2504,0.0127,0.0127,0.0,False,cve_pairs
14909,23,CWE-79,0.0998,0.0506,0.1798,0.038,0.1646,0.1899,True,cve_pairs
18869,23,CWE-79,0.0946,0.0506,0.1669,0.038,0.1772,0.2152,True,cve_pairs
29484,23,CWE-79,0.0876,0.0506,0.1494,0.038,0.0759,0.1139,True,cve_pairs
2324,23,CWE-79,0.0854,0.038,0.1564,0.038,0.038,0.0,True,cve_pairs
10506,23,CWE-79,0.0843,0.0886,0.0969,0.0506,0.3418,0.2911,True,cve_pairs
16109,23,CWE-79,0.0816,0.0506,0.1344,0.038,0.2532,0.2152,True,cve_pairs
18465,23,CWE-79,0.0785,0.038,0.1392,0.038,0.2025,0.1646,True,cve_pairs
30585,23,CWE-79,0.0737,0.0127,0.1653,0.0127,0.0,0.0127,False,cve_pairs
24712,23,CWE-79,0.0726,0.0886,0.074,0.038,0.7722,0.7468,True,cve_pairs
10541,23,CWE-79,0.0714,0.0253,0.1405,0.0253,0.0253,0.0506,True,cve_pairs
14315,23,CWE-79,0.0711,0.038,0.1209,0.038,0.1519,0.1139,True,cve_pairs
15398,23,CWE-79,0.0698,0.0253,0.1365,0.0253,0.038,0.0127,True,cve_pairs
4950,23,CWE-79,0.0686,0.038,0.1209,0.0253,0.0506,0.0633,True,cve_pairs
7573,23,CWE-79,0.067,0.0253,0.1296,0.0253,0.0253,0.0,True,cve_pairs
28303,23,CWE-79,0.0653,0.0127,0.1443,0.0127,0.0,0.0127,False,cve_pairs
13972,23,CWE-79,0.0647,0.0127,0.1426,0.0127,0.0127,0.0253,False,cve_pairs
16589,23,CWE-79,0.064,0.0253,0.122,0.0253,0.0253,0.0,True,cve_pairs
20866,23,CWE-79,0.0637,0.038,0.1024,0.038,0.0506,0.0886,True,cve_pairs
24473,23,CWE-79,0.0635,0.0127,0.1398,0.0127,0.0253,0.0127,True,cve_pairs
21516,23,CWE-79,0.063,0.0506,0.088,0.038,0.0633,0.038,True,cve_pairs
18454,23,CWE-79,0.063,0.038,0.1006,0.038,0.0759,0.038,True,cve_pairs
30760,23,CWE-79,0.0625,0.0253,0.1184,0.0253,0.0,0.0253,False,cve_pairs
29910,23,CWE-79,0.062,0.0253,0.117,0.0253,0.0253,0.0,True,cve_pairs
4594,23,CWE-79,0.0604,0.0127,0.1319,0.0127,0.0127,0.0,False,cve_pairs
3745,23,CWE-79,0.0598,0.038,0.0925,0.038,0.038,0.0759,True,cve_pairs
